Country	Population	Urban population	Density	Median age	Migrants	Temperature	Feels_Like	Min_Temperature	Max_Temperature	Pressure(PHa)	Humimdity	GDP_PC_2018	CHE_PC_2017	NC_31/12/2019	ND_31/12/2019	TC_31/12/2019	TD_31/12/2019	NC_01/01/2020	ND_01/01/2020	TC_01/01/2020	TD_01/01/2020	NC_02/01/2020	ND_02/01/2020	TC_02/01/2020	TD_02/01/2020	NC_03/01/2020	ND_03/01/2020	TC_03/01/2020	TD_03/01/2020	NC_04/01/2020	ND_04/01/2020	TC_04/01/2020	TD_04/01/2020	NC_05/01/2020	ND_05/01/2020	TC_05/01/2020	TD_05/01/2020	NC_06/01/2020	ND_06/01/2020	TC_06/01/2020	TD_06/01/2020	NC_07/01/2020	ND_07/01/2020	TC_07/01/2020	TD_07/01/2020	NC_08/01/2020	ND_08/01/2020	TC_08/01/2020	TD_08/01/2020	NC_09/01/2020	ND_09/01/2020	TC_09/01/2020	TD_09/01/2020	NC_10/01/2020	ND_10/01/2020	TC_10/01/2020	TD_10/01/2020	NC_11/01/2020	ND_11/01/2020	TC_11/01/2020	TD_11/01/2020	NC_12/01/2020	ND_12/01/2020	TC_12/01/2020	TD_12/01/2020	NC_13/01/2020	ND_13/01/2020	TC_13/01/2020	TD_13/01/2020	NC_14/01/2020	ND_14/01/2020	TC_14/01/2020	TD_14/01/2020	NC_15/01/2020	ND_15/01/2020	TC_15/01/2020	TD_15/01/2020	NC_16/01/2020	ND_16/01/2020	TC_16/01/2020	TD_16/01/2020	NC_17/01/2020	ND_17/01/2020	TC_17/01/2020	TD_17/01/2020	NC_18/01/2020	ND_18/01/2020	TC_18/01/2020	TD_18/01/2020	NC_19/01/2020	ND_19/01/2020	TC_19/01/2020	TD_19/01/2020	NC_20/01/2020	ND_20/01/2020	TC_20/01/2020	TD_20/01/2020	NC_21/01/2020	ND_21/01/2020	TC_21/01/2020	TD_21/01/2020	NC_22/01/2020	ND_22/01/2020	TC_22/01/2020	TD_22/01/2020	NC_23/01/2020	ND_23/01/2020	TC_23/01/2020	TD_23/01/2020	NC_24/01/2020	ND_24/01/2020	TC_24/01/2020	TD_24/01/2020	NC_25/01/2020	ND_25/01/2020	TC_25/01/2020	TD_25/01/2020	NC_26/01/2020	ND_26/01/2020	TC_26/01/2020	TD_26/01/2020	NC_27/01/2020	ND_27/01/2020	TC_27/01/2020	TD_27/01/2020	NC_28/01/2020	ND_28/01/2020	TC_28/01/2020	TD_28/01/2020	NC_29/01/2020	ND_29/01/2020	TC_29/01/2020	TD_29/01/2020	NC_30/01/2020	ND_30/01/2020	TC_30/01/2020	TD_30/01/2020	NC_31/01/2020	ND_31/01/2020	TC_31/01/2020	TD_31/01/2020	NC_01/02/2020	ND_01/02/2020	TC_01/02/2020	TD_01/02/2020	NC_02/02/2020	ND_02/02/2020	TC_02/02/2020	TD_02/02/2020	NC_03/02/2020	ND_03/02/2020	TC_03/02/2020	TD_03/02/2020	NC_04/02/2020	ND_04/02/2020	TC_04/02/2020	TD_04/02/2020	NC_05/02/2020	ND_05/02/2020	TC_05/02/2020	TD_05/02/2020	NC_06/02/2020	ND_06/02/2020	TC_06/02/2020	TD_06/02/2020	NC_07/02/2020	ND_07/02/2020	TC_07/02/2020	TD_07/02/2020	NC_08/02/2020	ND_08/02/2020	TC_08/02/2020	TD_08/02/2020	NC_09/02/2020	ND_09/02/2020	TC_09/02/2020	TD_09/02/2020	NC_10/02/2020	ND_10/02/2020	TC_10/02/2020	TD_10/02/2020	NC_11/02/2020	ND_11/02/2020	TC_11/02/2020	TD_11/02/2020	NC_12/02/2020	ND_12/02/2020	TC_12/02/2020	TD_12/02/2020	NC_13/02/2020	ND_13/02/2020	TC_13/02/2020	TD_13/02/2020	NC_14/02/2020	ND_14/02/2020	TC_14/02/2020	TD_14/02/2020	NC_15/02/2020	ND_15/02/2020	TC_15/02/2020	TD_15/02/2020	NC_16/02/2020	ND_16/02/2020	TC_16/02/2020	TD_16/02/2020	NC_17/02/2020	ND_17/02/2020	TC_17/02/2020	TD_17/02/2020	NC_18/02/2020	ND_18/02/2020	TC_18/02/2020	TD_18/02/2020	NC_19/02/2020	ND_19/02/2020	TC_19/02/2020	TD_19/02/2020	NC_20/02/2020	ND_20/02/2020	TC_20/02/2020	TD_20/02/2020	NC_21/02/2020	ND_21/02/2020	TC_21/02/2020	TD_21/02/2020	NC_22/02/2020	ND_22/02/2020	TC_22/02/2020	TD_22/02/2020	NC_23/02/2020	ND_23/02/2020	TC_23/02/2020	TD_23/02/2020	NC_24/02/2020	ND_24/02/2020	TC_24/02/2020	TD_24/02/2020	NC_25/02/2020	ND_25/02/2020	TC_25/02/2020	TD_25/02/2020	NC_26/02/2020	ND_26/02/2020	TC_26/02/2020	TD_26/02/2020	NC_27/02/2020	ND_27/02/2020	TC_27/02/2020	TD_27/02/2020	NC_28/02/2020	ND_28/02/2020	TC_28/02/2020	TD_28/02/2020	NC_29/02/2020	ND_29/02/2020	TC_29/02/2020	TD_29/02/2020	NC_01/03/2020	ND_01/03/2020	TC_01/03/2020	TD_01/03/2020	NC_02/03/2020	ND_02/03/2020	TC_02/03/2020	TD_02/03/2020	NC_03/03/2020	ND_03/03/2020	TC_03/03/2020	TD_03/03/2020	NC_04/03/2020	ND_04/03/2020	TC_04/03/2020	TD_04/03/2020	NC_05/03/2020	ND_05/03/2020	TC_05/03/2020	TD_05/03/2020	NC_06/03/2020	ND_06/03/2020	TC_06/03/2020	TD_06/03/2020	NC_07/03/2020	ND_07/03/2020	TC_07/03/2020	TD_07/03/2020	NC_08/03/2020	ND_08/03/2020	TC_08/03/2020	TD_08/03/2020	NC_09/03/2020	ND_09/03/2020	TC_09/03/2020	TD_09/03/2020	NC_10/03/2020	ND_10/03/2020	TC_10/03/2020	TD_10/03/2020	NC_11/03/2020	ND_11/03/2020	TC_11/03/2020	TD_11/03/2020	NC_12/03/2020	ND_12/03/2020	TC_12/03/2020	TD_12/03/2020	NC_13/03/2020	ND_13/03/2020	TC_13/03/2020	TD_13/03/2020	NC_14/03/2020	ND_14/03/2020	TC_14/03/2020	TD_14/03/2020	NC_15/03/2020	ND_15/03/2020	TC_15/03/2020	TD_15/03/2020	NC_16/03/2020	ND_16/03/2020	TC_16/03/2020	TD_16/03/2020	NC_17/03/2020	ND_17/03/2020	TC_17/03/2020	TD_17/03/2020	NC_18/03/2020	ND_18/03/2020	TC_18/03/2020	TD_18/03/2020	NC_19/03/2020	ND_19/03/2020	TC_19/03/2020	TD_19/03/2020	NC_20/03/2020	ND_20/03/2020	TC_20/03/2020	TD_20/03/2020	NC_21/03/2020	ND_21/03/2020	TC_21/03/2020	TD_21/03/2020	NC_22/03/2020	ND_22/03/2020	TC_22/03/2020	TD_22/03/2020	NC_23/03/2020	ND_23/03/2020	TC_23/03/2020	TD_23/03/2020	NC_24/03/2020	ND_24/03/2020	TC_24/03/2020	TD_24/03/2020	NC_25/03/2020	ND_25/03/2020	TC_25/03/2020	TD_25/03/2020	NC_26/03/2020	ND_26/03/2020	TC_26/03/2020	TD_26/03/2020	NC_27/03/2020	ND_27/03/2020	TC_27/03/2020	TD_27/03/2020	NC_28/03/2020	ND_28/03/2020	TC_28/03/2020	TD_28/03/2020	NC_29/03/2020	ND_29/03/2020	TC_29/03/2020	TD_29/03/2020	NC_30/03/2020	ND_30/03/2020	TC_30/03/2020	TD_30/03/2020	NC_31/03/2020	ND_31/03/2020	TC_31/03/2020	TD_31/03/2020	NC_01/04/2020	ND_01/04/2020	TC_01/04/2020	TD_01/04/2020	NC_02/04/2020	ND_02/04/2020	TC_02/04/2020	TD_02/04/2020	NC_03/04/2020	ND_03/04/2020	TC_03/04/2020	TD_03/04/2020	NC_04/04/2020	ND_04/04/2020	TC_04/04/2020	TD_04/04/2020	NC_05/04/2020	ND_05/04/2020	TC_05/04/2020	TD_05/04/2020	NC_06/04/2020	ND_06/04/2020	TC_06/04/2020	TD_06/04/2020	NC_07/04/2020	ND_07/04/2020	TC_07/04/2020	TD_07/04/2020	NC_08/04/2020	ND_08/04/2020	TC_08/04/2020	TD_08/04/2020	NC_09/04/2020	ND_09/04/2020	TC_09/04/2020	TD_09/04/2020	NC_10/04/2020	ND_10/04/2020	TC_10/04/2020	TD_10/04/2020	NC_11/04/2020	ND_11/04/2020	TC_11/04/2020	TD_11/04/2020	NC_12/04/2020	ND_12/04/2020	TC_12/04/2020	TD_12/04/2020	NC_13/04/2020	ND_13/04/2020	TC_13/04/2020	TD_13/04/2020	NC_14/04/2020	ND_14/04/2020	TC_14/04/2020	TD_14/04/2020	NC_15/04/2020	ND_15/04/2020	TC_15/04/2020	TD_15/04/2020	NC_16/04/2020	ND_16/04/2020	TC_16/04/2020	TD_16/04/2020	NC_17/04/2020	ND_17/04/2020	TC_17/04/2020	TD_17/04/2020	NC_18/04/2020	ND_18/04/2020	TC_18/04/2020	TD_18/04/2020	NC_19/04/2020	ND_19/04/2020	TC_19/04/2020	TD_19/04/2020
World	7794798739.0	4378993944.0	52.0	30.9								11312.4399293599		27	0	27	0	0	0	27	0	0	0	27	0	17	0	44	0	0	0	44	0	15	0	59	0	0	0	59	0	0	0	59	0	0	0	59	0	0	0	59	0	0	0	59	0	0	1	59	1	0	0	59	1	1	0	60	1	0	0	60	1	1	1	61	2	0	0	61	2	5	0	66	2	17	0	83	2	136	1	219	3	20	0	239	3	153	3	392	6	142	11	534	17	97	0	631	17	266	9	897	26	453	15	1350	41	673	15	2023	56	797	25	2820	81	1767	25	4587	106	1480	26	6067	132	1756	38	7823	170	2003	43	9826	213	2120	46	11946	259	2608	46	14554	305	2818	57	17372	362	3243	65	20615	427	3907	66	24522	493	3751	72	28273	565	3218	73	31491	638	3442	86	34933	724	2619	89	37552	813	2988	97	40540	910	2565	108	43105	1018	2072	97	45177	1115	15151	255	60328	1370	4215	13	64543	1383	2560	144	67103	1527	2162	142	69265	1669	2067	106	71332	1775	1995	98	73327	1873	1864	139	75191	2012	532	116	75723	2128	996	119	76719	2247	1085	112	77804	2359	1008	104	78812	2463	527	156	79339	2619	793	79	80132	2698	863	64	80995	2762	1106	38	82101	2800	1264	57	83365	2857	1838	64	85203	2921	1823	58	87026	2979	2042	67	89068	3046	1797	72	90865	3118	2212	84	93077	3202	2239	80	95316	3282	2856	103	98172	3385	3961	103	102133	3488	3691	97	105824	3585	3871	229	109695	3814	4537	209	114232	4023	4378	269	118610	4292	6887	326	125497	4618	8356	351	133853	4969	9402	438	143255	5407	11519	354	154774	5761	12644	745	167418	6506	12676	596	180094	7102	14742	789	194836	7891	18313	951	213149	8842	29223	1041	242372	9883	28742	1366	271114	11249	34119	1700	305233	12949	32999	1654	338232	14603	39727	1760	377959	16363	38919	2202	416878	18565	51209	2428	468087	20993	59742	2681	527829	23674	63965	3319	591794	26993	65119	3459	656913	30452	58502	3124	715415	33576	61791	3700	777206	37276	74267	4622	851473	41898	77017	4986	928490	46884	77586	4693	1006076	51577	81760	6603	1087836	58180	86479	6093	1174315	64273	71281	4655	1245596	68928	71390	5137	1316986	74065	74902	7411	1391888	81476	84930	6340	1476818	87816	87039	7223	1563857	95039	89349	7049	1653206	102088	81707	6104	1734913	108192	72390	5321	1807303	113513	65962	5339	1873265	118852	75246	7113	1948511	125965	81419	10355	2029930	136320	84339	8507	2114269	144827	83324	8263	2197593	153090	84121	6421	2281714	159511
Afghanistan	38928346.0	9904337.0	60.0	18.4	-62920.0	9.78000000000003	8.200000000000045	9.0	11.0	1019.0	87.0	520.896602719135	67.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	4	0	0	0	4	0	0	0	4	0	3	0	7	0	0	0	7	0	0	0	7	0	0	0	7	0	3	0	10	0	6	0	16	0	5	0	21	0	1	0	22	0	0	0	22	0	0	0	22	0	2	0	24	0	0	0	24	0	10	0	34	0	6	1	40	1	2	0	42	1	33	0	75	1	0	0	75	1	16	1	91	2	15	1	106	3	8	1	114	4	27	0	141	4	25	0	166	4	26	0	192	4	43	0	235	4	0	0	235	4	35	1	270	5	29	2	299	7	38	0	337	7	30	4	367	11	56	3	423	14	61	1	484	15	37	0	521	15	34	3	555	18	52	0	607	18	58	3	665	21	49	2	714	23	70	2	784	25	10	4	794	29	51	1	845	30	63	0	908	30
Albania	28777974.0	1827362.0	105.0	36.4	-14000.0	14.0	13.879999999999995	14.0	14.0	1013.0	87.0	5268.84850355919		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0	6	0	4	0	10	0	1	1	11	1	12	0	23	1	10	0	33	1	5	0	38	1	4	0	42	1	9	0	51	1	4	0	55	1	4	1	59	2	11	0	70	2	0	0	70	2	6	0	76	2	13	0	89	2	11	2	100	4	23	1	123	5	23	0	146	5	28	1	174	6	12	3	186	9	11	1	197	10	15	0	212	10	11	2	223	12	20	3	243	15	16	0	259	15	18	1	277	16	27	1	304	17	29	2	333	19	28	2	361	21	16	1	377	22	6	0	383	22	17	0	400	22	9	1	409	23	7	0	416	23	17	0	433	23	13	0	446	23	21	0	467	23	8	1	475	24	19	1	494	25	24	1	518	26	21	0	539	26	9	0	548	26
Algeria	43851044.0	31950910.0	18.0	28.5	-10000.0	16.0	12.879999999999995	16.0	16.0	1005.0	93.0	4114.71506136896	258.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	3	0	0	0	3	0	2	0	5	0	7	0	12	0	5	0	17	0	0	0	17	0	0	0	17	0	3	0	20	0	0	0	20	0	0	0	20	0	0	0	20	0	5	1	25	1	1	1	26	2	11	0	37	2	11	2	48	4	10	0	58	4	2	1	60	5	12	1	72	6	18	1	90	7	12	3	102	10	37	5	139	15	62	2	201	17	29	0	230	17	34	2	264	19	38	2	302	21	65	4	367	25	42	1	409	26	45	3	454	29	57	2	511	31	73	4	584	35	132	9	716	44	131	14	847	58	139	5	986	63	185	42	1171	105	80	25	1251	130	69	22	1320	152	103	21	1423	173	45	20	1468	193	104	12	1572	205	94	30	1666	235	95	21	1761	256	64	19	1825	275	89	18	1914	293	69	20	1983	313	87	12	2070	325	90	11	2160	336	108	12	2268	348	150	16	2418	364	117	3	2535	367
Andorra	77265.0	67857.0	164.0			6.410000000000025	3.900000000000034	4.439999999999999	8.330000000000041	1006.0	95.0	42029.7627372989	4040.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	2	0	3	0	5	0	9	0	14	0	0	0	14	0	39	0	53	0	22	0	75	0	0	0	75	0	13	0	88	0	25	0	113	0	20	0	133	0	31	0	164	0	24	0	188	0	36	3	224	3	43	0	267	3	41	1	308	4	26	2	334	6	36	2	370	8	6	4	376	12	14	2	390	14	38	1	428	15	11	1	439	16	27	1	466	17	35	1	501	18	25	3	526	21	19	1	545	22	19	1	564	23	19	2	583	25	18	1	601	26	21	2	622	28	16	1	638	29	8	0	646	29	13	2	659	31	14	2	673	33	9	0	682	33	14	2	696	35	8	0	704	35
Angola	32866272.0	21936953.0	26.0	16.7	6413.0	27.0	31.5	27.0	27.0	1012.0	88.0	3432.38573600893	114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	1	0	3	0	1	0	4	0	0	0	4	0	3	2	7	2	0	0	7	2	0	0	7	2	1	0	8	2	0	0	8	2	0	0	8	2	2	0	10	2	4	0	14	2	2	0	16	2	1	0	17	2	2	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	0	0	19	2	5	0	24	2
Anguilla	15003.0		167.0			27.29000000000002	27.820000000000054	26.670000000000016	28.0	1017.0	65.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	1	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0
Antigua and Barbuda	97929.0	25682.0	223.0	34.0	0.0	26.23000000000001	28.36000000000001	25.56	27.0	1016.0	74.0	16726.9808079479	673.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	3	0	4	0	7	0	0	0	7	0	0	0	7	0	0	0	7	0	0	0	7	0	0	0	7	0	0	0	7	0	2	0	9	0	6	0	15	0	0	0	15	0	0	0	15	0	0	0	15	0	0	0	15	0	0	0	15	0	4	2	19	2	2	0	21	2	0	0	21	2	0	0	21	2	2	0	23	2	0	0	23	2	0	0	23	2	0	0	23	2	0	0	23	2	0	0	23	2
Argentina	45195774.0	41919857.0	17.0	31.5	4800.0	20.730000000000018	20.660000000000025	20.0	22.0	1016.0	68.0	11683.949621636299	1324.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	2	0	6	0	8	0	1	1	9	1	3	0	12	1	0	0	12	1	7	0	19	1	0	0	19	1	12	0	31	1	3	1	34	2	11	0	45	2	11	0	56	2	9	0	65	2	14	0	79	2	18	0	97	2	31	1	128	3	30	0	158	3	67	1	225	4	41	0	266	4	35	0	301	4	86	2	387	6	115	2	502	8	87	4	589	12	101	5	690	17	55	2	745	19	75	1	820	20	146	4	966	24	0	0	966	24	167	7	1133	31	0	3	1133	34	132	3	1265	37	186	6	1451	43	103	3	1554	46	74	7	1628	53	87	7	1715	60	80	5	1795	65	99	14	1894	79	81	3	1975	82	162	7	2137	89	66	6	2203	95	69	3	2272	98	160	7	2432	105	0	4	2432	109	128	6	2560	115	98	7	2658	122	170	10	2828	132
